,has_handle,counts,counts_tobit,fem_dum,dem_dum,rep_dum,state_num,sentiment_total,party,womens_issues,education,health_care,SquireXfemale,ideology_total,BlackorLatino_legislator,years_since_elected
1,1,457,457,0,0,1,24,0.054704607,R,0.054704592,0.010940919,0.043763675,0,0.129102856,NA,9
2,1,3240,3240,0,0,1,9,0.744135797,R,0.026851851,0.012962963,0.013888889,0,0.190432101,NA,NA
3,0,NA,0,0,0,1,18,NA,R,NA,NA,NA,0,NA,NA,12
4,1,NA,0,0,1,0,44,NA,D,NA,NA,NA,0,NA,NA,9
5,1,805,805,0,0,1,9,0.696894407,R,0.027329192,0.026086956,0.001242236,0,0.301863372,NA,NA
6,1,1056,1056,0,0,1,43,0.434659094,R,0.046401516,0.007575758,0.038825758,0,0.272727281,NA,17
7,1,1953,1953,0,0,1,9,0.602150559,R,0.033282131,0.025601638,0.007680492,0,0.213005632,NA,NA
8,0,NA,0,1,1,0,44,NA,D,NA,NA,NA,0.178000003,NA,NA,3
9,1,3187,3187,1,1,0,4,0.300282389,D,0.101976782,0.090053342,0.011923439,0.263999999,0.023219332,NA,9
10,1,1535,1535,0,0,1,25,0.592833877,R,0.009771987,0.005211726,0.004560261,0,0.176547229,NA,11
11,1,NA,0,0,1,0,18,NA,D,NA,NA,NA,0,NA,NA,12
12,1,3206,3206,0,0,1,9,-0.078602612,R,0.034310669,0.01091703,0.023393637,0,0.084840924,NA,NA
13,1,2012,2012,0,0,1,43,0.704274356,R,0.049701788,0.040258449,0.00944334,0,0.108349904,NA,9
14,1,NA,0,0,0,1,43,NA,R,NA,NA,NA,0,NA,NA,2
15,0,NA,0,0,0,1,25,NA,R,NA,NA,NA,0,NA,NA,15
16,0,NA,0,0,0,1,18,NA,R,NA,NA,NA,0,NA,NA,8
17,1,1526,1526,0,0,1,25,0.472477078,R,0.01965924,0.014416776,0.005242464,0,0.155963302,NA,7
18,1,3,3,0,0,1,43,0,R,0,0,0,0,-0.333333343,NA,11
19,1,852,852,0,0,1,43,0.468309879,R,0.038732395,0.007042253,0.031690139,0,0.18192488,NA,27
20,0,NA,0,0,0,1,43,NA,R,NA,NA,NA,0,NA,NA,11
21,1,715,715,0,0,1,4,0.436363667,R,0.047552448,0.023776224,0.023776224,0,0.265734255,NA,6
22,0,NA,0,0,1,0,25,NA,D,NA,NA,NA,0,NA,NA,23
23,1,3,3,0,0,1,43,0.666666687,R,0,0,0,0,0,NA,7
24,1,1337,1337,1,1,0,44,0.249065101,D,0.031413615,0.009723261,0.021690352,0.178000003,-0.014210925,NA,5
25,1,170,170,0,0,1,14,0.717647076,R,0.023529412,0.023529412,0,0,0.158823535,NA,NA
26,0,NA,0,0,0,0,18,NA,Ind,NA,NA,NA,0,NA,NA,12
27,0,NA,0,0,0,1,44,NA,R,NA,NA,NA,0,NA,NA,9
28,1,19,19,0,1,0,44,0.473684222,D,0,0,0,0,0,NA,5
29,1,3193,3193,0,1,0,14,0.578139663,D,0.063889757,0.05230191,0.011587848,0,0.082680866,NA,NA
30,0,NA,0,0,1,0,18,NA,D,NA,NA,NA,0,NA,NA,12
31,1,3183,3183,0,0,1,36,0.327049971,R,0.019478479,0.012566761,0.006911718,0,0.180647194,0,NA
32,0,NA,0,0,0,1,48,NA,R,NA,NA,NA,0,NA,0,NA
33,0,NA,0,0,1,0,21,NA,D,NA,NA,NA,0,NA,NA,NA
34,1,NA,0,0,1,0,11,NA,D,NA,NA,NA,0,NA,NA,NA
35,1,1,1,0,0,1,36,0,R,0,0,0,0,0,NA,NA
36,0,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,0,2
37,1,1924,1924,0,1,0,19,0.682952166,D,0.018191269,0.011954262,0.006237006,0,0.122661129,0,NA
38,0,NA,0,0,0,1,22,NA,R,NA,NA,NA,0,NA,0,NA
39,1,3163,3163,0,0,1,3,0.05785647,R,0.030034777,0.009168511,0.020866266,0,0.246917486,0,NA
40,1,2304,2304,0,1,0,19,0.700954854,D,0.052517362,0.032118056,0.020399306,0,0.12196181,0,NA
41,1,2244,2244,1,1,0,12,0.446078479,D,0.029857397,0.008912656,0.020944741,0.240999997,0.112745091,0,NA
42,0,NA,0,0,0,1,21,NA,R,NA,NA,NA,0,NA,NA,NA
43,1,1247,1247,1,1,0,22,0.369687259,D,0.046511628,0.019246191,0.027265437,0.400999993,0.057738572,0,NA
44,1,3194,3194,0,1,0,25,0.42892924,D,0.048841577,0.026299311,0.022542266,0,0.099248581,NA,3
45,1,486,486,0,1,0,41,0.683127582,D,0.086419754,0.078189299,0.008230452,0,0.100823045,1,NA
46,0,NA,0,1,0,1,23,NA,R,NA,NA,NA,0.203999996,NA,0,NA
47,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
48,0,NA,0,0,0,1,7,NA,R,NA,NA,NA,0,NA,0,NA
49,1,3180,3180,0,0,1,42,0.096855342,R,0.02264151,0.002830189,0.019811321,0,0.160691813,0,NA
50,1,663,663,0,1,0,5,0.650075436,D,0.061840124,0.040723983,0.021116139,0,0.03167421,NA,NA
51,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,NA,NA
52,1,NA,0,0,0,1,26,NA,R,NA,NA,NA,0,NA,0,NA
53,1,3161,3161,0,0,1,46,-0.06422019,R,0.015501425,0.004745334,0.01075609,0,0.187598884,0,NA
54,1,2396,2396,0,0,1,17,0.385225385,R,0.0221202,0.007095159,0.015025042,0,0.255425721,0,NA
55,1,168,168,0,1,0,16,0.797619045,D,0.023809524,0.023809524,0,0,0.178571418,0,NA
56,1,7,7,0,0,0,44,-0.142857149,Ind,0,0,0,0,0.142857149,NA,10
57,0,NA,0,0,1,0,34,NA,D,NA,NA,NA,0,NA,0,NA
58,1,1559,1559,0,0,1,46,0.479153305,R,0.029506093,0.021808852,0.007697242,0,0.212315574,0,NA
59,1,168,168,0,1,0,36,0.446428537,D,0.065476194,0.035714287,0.029761905,0,-0.017857142,0,NA
60,0,NA,0,0,0,1,26,NA,R,NA,NA,NA,0,NA,0,NA
61,1,59,59,0,0,1,16,0.457627118,R,0,0,0,0,0.135593221,0,NA
62,1,2907,2907,0,1,0,30,0.616443038,D,0.012039904,0.009287925,0.002751978,0,0.120055035,NA,NA
63,0,NA,0,0,1,0,1,NA,D,NA,NA,NA,0,NA,0,4
64,1,3214,3214,0,1,0,22,0.417548239,D,0.050715618,0.026135657,0.024579963,0,0.070317358,0,NA
65,1,3176,3176,1,0,1,17,0.556675076,R,0.077770784,0.027078087,0.050692696,0.162,0.200251892,0,NA
66,1,857,857,1,1,0,33,0.63710618,D,0.077012837,0.040840141,0.036172695,0.430000007,-0.056009337,NA,NA
67,1,9,9,1,1,0,2,0.555555582,D,0,0,0,0.174999997,0.333333343,NA,NA
68,1,854,854,0,1,0,19,0.784543335,D,0.019906322,0.016393442,0.003512881,0,0.115925059,0,NA
69,1,148,148,1,1,0,6,0.628378332,D,0.060810812,0.027027028,0.033783782,0.268000007,0.101351343,1,NA
70,0,NA,0,1,1,0,20,NA,D,NA,NA,NA,0.277999997,NA,NA,NA
71,0,NA,0,1,1,0,25,NA,D,NA,NA,NA,0.160999998,NA,1,11
72,1,869,869,0,1,0,5,0.675489068,D,0.043728422,0.020713463,0.023014959,0,0.004602991,1,NA
73,1,78,78,0,1,0,33,0.756410241,D,0.102564111,0.03846154,0.064102568,0,0.038461544,0,NA
74,1,963,963,0,1,0,12,0.635514021,D,0.015576324,0.008307373,0.007268951,0,0.042575285,1,NA
75,0,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,0,26
76,1,1917,1917,0,1,0,20,0.372456968,D,0.021387585,0.014084507,0.007303078,0,0.071465835,NA,NA
77,1,1569,1569,0,1,0,9,0.385595918,D,0.029955385,0.020395156,0.009560229,0,0.109623961,0,NA
78,0,NA,0,0,0,1,32,NA,R,NA,NA,NA,0,NA,0,NA
79,1,13,13,0,0,1,34,0.846153855,R,0,0,0,0,0.384615391,0,NA
80,1,1031,1031,0,1,0,5,0.648884594,D,0.04558681,0.032977693,0.012609118,0,-0.028128035,0,NA
81,1,671,671,0,1,0,14,0.470938921,D,0.040238447,0.023845008,0.016393442,0,0.068554394,1,NA
82,1,790,790,0,1,0,33,0.74683547,D,0.046835445,0.027848102,0.018987341,0,0.053164557,NA,NA
83,1,10,10,0,1,0,33,-0.099999994,D,0.300000012,0.200000003,0.100000001,0,-0.200000003,NA,NA
84,0,NA,0,0,1,0,10,NA,D,NA,NA,NA,0,NA,1,NA
85,0,NA,0,0,0,1,2,NA,R,NA,NA,NA,0,NA,0,NA
86,0,NA,0,0,0,1,2,NA,R,NA,NA,NA,0,NA,0,NA
87,1,3151,3151,0,0,1,38,0.284036815,R,0.009838147,0.003808315,0.006029832,0,0.328467131,NA,NA
88,1,281,281,0,0,1,26,0.081850529,R,0.007117438,0.003558719,0.003558719,0,0.135231316,0,NA
89,1,577,577,0,1,0,17,0.597920239,D,0.017331023,0.01559792,0.001733102,0,0.11611785,0,NA
90,0,NA,0,0,1,0,24,NA,D,NA,NA,NA,0,NA,0,3
91,0,NA,0,0,1,0,24,NA,D,NA,NA,NA,0,NA,1,5
92,0,NA,0,0,0,1,2,NA,R,NA,NA,NA,0,NA,0,NA
93,0,NA,0,0,0,1,15,NA,R,NA,NA,NA,0,NA,0,NA
94,1,16,16,0,0,1,10,0.125,R,0,0,0,0,0.0625,0,NA
95,0,NA,0,0,0,1,26,NA,R,NA,NA,NA,0,NA,0,NA
96,1,11,11,0,0,1,18,-0.090909094,R,0,0,0,0,0,0,9
97,1,229,229,0,1,0,19,0.567685604,D,0.065502182,0.03930131,0.026200874,0,0.039301313,0,NA
98,0,NA,0,0,1,0,29,NA,D,NA,NA,NA,0,NA,NA,NA
99,0,NA,0,0,0,1,44,NA,R,NA,NA,NA,0,NA,0,11
100,0,NA,0,0,0,1,48,NA,R,NA,NA,NA,0,NA,0,NA
101,1,3067,3067,0,1,0,6,0.429735899,D,0.023149658,0.011085751,0.012063907,0,0.199217469,0,NA
102,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,0,NA
103,1,2,2,0,1,0,37,1,D,0,0,0,0,0,NA,NA
104,1,16,16,0,0,1,25,0.1875,R,0,0,0,0,0.1875,0,1
105,0,NA,0,0,0,1,6,NA,R,NA,NA,NA,0,NA,NA,NA
106,1,3,3,1,0,1,9,1,R,0,0,0,0.245000005,0.333333343,NA,NA
107,1,3190,3190,0,1,0,43,0.320689678,D,0.055172414,0.014106583,0.041065831,0,0.03573668,1,7
108,1,3192,3192,0,0,1,29,0.02192983,R,0.01754386,0.001879699,0.01566416,0,0.446115285,NA,NA
109,1,NA,0,0,0,1,33,NA,R,NA,NA,NA,0,NA,NA,NA
110,0,NA,0,1,1,0,23,NA,D,NA,NA,NA,0.203999996,NA,0,NA
111,0,NA,0,1,1,0,44,NA,D,NA,NA,NA,0.178000003,NA,0,37
112,0,NA,0,1,1,0,44,NA,D,NA,NA,NA,0.178000003,NA,0,23
113,1,619,619,1,1,0,19,0.723747969,D,0.100161552,0.098546043,0.001615509,0.430999994,0.042003233,NA,NA
114,1,1827,1827,1,1,0,33,0.622331738,D,0.034482758,0.026272578,0.00821018,0.430000007,0.051450461,1,NA
115,1,1347,1347,1,1,0,34,0.540460289,D,0.020786934,0.007423905,0.013363029,0.384000003,0.063845575,1,NA
116,0,NA,0,1,1,0,28,NA,D,NA,NA,NA,0.112000003,NA,0,4
117,1,NA,0,0,0,1,24,NA,R,NA,NA,NA,0,NA,0,5
118,0,NA,0,0,0,1,47,NA,R,NA,NA,NA,0,NA,NA,NA
119,1,3088,3088,0,0,1,2,0.315414518,R,0.033678755,0.010362694,0.023316063,0,0.167422265,0,NA
120,1,3193,3193,0,0,1,10,0.444409668,R,0.013466959,0.003131851,0.010335108,0,0.198559344,0,NA
121,1,435,435,0,0,1,14,0.027586222,R,0.025287356,0.009195402,0.016091954,0,0.131034493,0,NA
122,0,NA,0,0,0,1,2,NA,R,NA,NA,NA,0,NA,0,NA
123,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,0,NA
124,1,3202,3202,1,1,0,29,0.163647711,D,0.036851969,0.009056839,0.027795129,0.048,0.064647086,0,NA
125,1,4,4,1,1,0,41,1,D,0,0,0,0.233999997,0.25,NA,NA
126,1,1242,1242,0,0,1,31,0.503220618,R,0.026570048,0.022544283,0.004025765,0,0.173913047,1,NA
127,1,1295,1295,0,1,0,20,0.610810816,D,0.071814671,0.054826256,0.016988417,0,0.061776064,NA,NA
128,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,NA,NA
129,0,NA,0,0,1,0,2,NA,D,NA,NA,NA,0,NA,1,NA
130,0,NA,0,1,1,0,25,NA,D,NA,NA,NA,0.160999998,NA,1,34
131,1,6,6,1,0,0,44,1,Ind,0,0,0,0.178000003,0.166666672,NA,4
132,1,764,764,1,1,0,29,0.272251308,D,0.005235602,0.002617801,0.002617801,0.048,0.11256545,0,NA
133,1,56,56,1,1,0,26,0.821428597,D,0.035714287,0.035714287,0,0.115999997,0.053571418,0,NA
134,1,862,862,1,1,0,29,0.636890948,D,0.017401392,0.008120649,0.009280742,0.048,0.187935039,0,NA
135,1,NA,0,1,1,0,46,NA,D,NA,NA,NA,0.203999996,NA,0,NA
136,1,914,914,1,1,0,32,0.72757107,D,0.078774616,0.038293216,0.0404814,0.181999996,0.036105022,0,NA
137,1,148,148,1,0,1,9,0.655405402,R,0.033783786,0.027027028,0.006756757,0.245000005,0.121621616,0,NA
138,1,1869,1869,1,1,0,29,0.333868384,D,0.036918137,0.012306046,0.024612091,0.048,0.07276617,NA,NA
139,0,NA,0,0,1,0,27,NA,D,NA,NA,NA,0,NA,1,NA
140,0,NA,0,1,0,1,30,NA,R,NA,NA,NA,0.232999995,NA,NA,NA
141,1,335,335,1,0,1,46,0.734328389,R,0.053731345,0.029850746,0.023880597,0.203999996,0.035820886,0,NA
142,1,1283,1283,1,1,0,9,0.46921277,D,0.049103662,0.031176928,0.017926734,0.245000005,0.043647692,1,NA
143,0,NA,0,1,1,0,12,NA,D,NA,NA,NA,0.240999997,NA,0,NA
144,1,1043,1043,1,1,0,33,0.465004772,D,0.037392139,0.023969319,0.013422819,0.430000007,0.022051774,0,NA
145,1,NA,0,1,1,0,44,NA,D,NA,NA,NA,0.178000003,NA,0,5
146,1,1288,1288,1,0,1,47,0.134316772,R,0.067546584,0.024844721,0.042701863,0.157000005,0.140527934,0,NA
147,1,2684,2684,1,1,0,41,0.642697453,D,0.030178837,0.01900149,0.011177347,0.233999997,0.087183312,NA,NA
148,1,798,798,1,1,0,20,0.136591494,D,0.037593983,0.023809524,0.013784461,0.277999997,-0.056390971,1,NA
149,1,82,82,1,1,0,37,0.170731723,D,0.024390243,0,0.024390243,0.200000003,-0.097560972,NA,NA
150,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,NA,NA
151,0,NA,0,0,0,1,46,NA,R,NA,NA,NA,0,NA,0,NA
152,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
153,1,94,94,0,1,0,14,0.457446814,D,0.095744684,0.095744684,0,0,0.08510638,NA,NA
154,1,18,18,1,1,0,26,0.611111104,D,0.055555556,0.055555556,0,0.115999997,0.111111104,0,NA
155,1,286,286,0,0,1,45,0.482517481,R,0.038461536,0.027972028,0.01048951,0,0.132867128,0,NA
156,0,NA,0,0,0,1,34,NA,R,NA,NA,NA,0,NA,0,NA
157,1,279,279,0,1,0,47,0.799283147,D,0.010752688,0.010752688,0,0,0.164874554,0,NA
158,1,24,24,0,1,0,23,0.291666687,D,0.083333336,0.041666668,0.041666668,0,0.125,0,NA
159,0,NA,0,0,0,1,20,NA,R,NA,NA,NA,0,NA,NA,NA
160,1,2315,2315,0,0,1,40,0.590064764,R,0.046220303,0.031965442,0.01425486,NA,0.125269979,0,NA
161,0,NA,0,0,0,1,33,NA,R,NA,NA,NA,0,NA,0,NA
162,1,3035,3035,0,1,0,21,0.074464589,D,0.083360791,0.004942339,0.078418449,0,0.025370672,NA,NA
163,1,3224,3224,0,0,1,40,0.101116627,R,0.018300248,0.009925558,0.00837469,NA,0.210607931,NA,NA
164,1,583,583,0,1,0,33,0.572898805,D,0.046312179,0.036020584,0.010291595,0,0.013722122,0,NA
165,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,0,NA
166,0,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,NA,8
167,1,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,0,2
168,1,195,195,0,0,1,24,0.379487216,R,0.020512821,0.010256411,0.010256411,0,0.333333343,0,5
169,0,NA,0,0,1,0,21,NA,D,NA,NA,NA,0,NA,NA,NA
170,0,NA,0,0,0,1,41,NA,R,NA,NA,NA,0,NA,0,NA
171,0,NA,0,0,1,0,20,NA,D,NA,NA,NA,0,NA,0,NA
172,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,0,NA
173,1,11,11,0,0,1,33,0,R,0,0,0,0,0.090909094,0,NA
174,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
175,1,1195,1195,0,1,0,47,0.314644396,D,0.026778243,0.018410042,0.008368201,0,0.166527182,0,NA
176,0,NA,0,0,0,1,20,NA,R,NA,NA,NA,0,NA,NA,NA
177,1,1012,1012,0,0,1,34,0.099802375,R,0.054347824,0.03063241,0.023715414,0,0.408102751,NA,NA
178,1,1203,1203,0,0,1,10,0.734829545,R,0.019950125,0.015793849,0.004156276,0,0.138819605,NA,NA
179,0,NA,0,0,1,0,29,NA,D,NA,NA,NA,0,NA,NA,NA
180,1,1712,1712,0,1,0,30,0.635514021,D,0.051401868,0.043808412,0.007593458,0,0.093457945,0,NA
181,0,NA,0,0,1,0,29,NA,D,NA,NA,NA,0,NA,NA,NA
182,0,NA,0,1,1,0,8,NA,D,NA,NA,NA,0.202999994,NA,NA,NA
183,1,1870,1870,1,0,1,11,0.664705873,R,0.02459893,0.018716577,0.005882353,0.32100001,0.142245978,NA,NA
184,0,NA,0,0,1,0,18,NA,D,NA,NA,NA,0,NA,NA,13
185,1,3213,3213,0,0,1,3,0.3899782,R,0.023965141,0.017429193,0.006535948,0,0.205726728,0,NA
186,1,3194,3194,0,0,1,27,0.62210393,R,0.012836569,0.009079524,0.003757044,0,0.128678769,0,NA
187,1,32,32,0,0,1,33,0.71875,R,0,0,0,0,0.09375,0,NA
188,1,375,375,0,1,0,1,0.34133333,D,0.11733333,0.058666665,0.058666665,0,0.021333329,0,6
189,1,483,483,0,0,1,3,0.440993786,R,0.026915114,0.020703934,0.00621118,0,0.209109738,0,NA
190,0,NA,0,0,0,1,12,NA,R,NA,NA,NA,0,NA,0,NA
191,0,NA,0,0,1,0,29,NA,D,NA,NA,NA,0,NA,NA,NA
192,0,NA,0,0,1,0,22,NA,D,NA,NA,NA,0,NA,0,NA
193,0,NA,0,0,1,0,48,NA,D,NA,NA,NA,0,NA,0,NA
194,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,0,NA
195,0,NA,0,0,1,0,36,NA,D,NA,NA,NA,0,NA,1,NA
196,1,3197,3197,1,1,0,20,0.403816044,D,0.020957148,0.01438849,0.006568658,0.277999997,0.108539253,0,NA
197,1,8,8,1,1,0,25,0.625,D,0,0,0,0.160999998,0.125,1,14
198,1,1789,1789,1,1,0,30,0.745667994,D,0.050307438,0.032420348,0.017887088,0.232999995,0.040245943,NA,NA
199,1,3197,3197,1,1,0,42,0.366280913,D,0.027525805,0.014075696,0.013450109,0.115000002,0.035658434,1,NA
200,1,186,186,1,1,0,30,0.252688169,D,0.064516127,0.005376344,0.059139784,0.232999995,0.07526882,NA,NA
201,1,1190,1190,1,1,0,31,0.284873962,D,0.033613447,0.01512605,0.018487396,0.140000001,0.047899157,1,NA
202,1,18,18,0,0,1,19,0.722222209,R,0,0,0,0,0.222222224,NA,NA
203,1,10,10,0,0,1,33,0.800000012,R,0,0,0,0,0.200000003,NA,NA
204,1,1180,1180,0,1,0,19,0.805932164,D,0.022033898,0.022033898,0,0,0.145762712,NA,NA
205,1,3224,3224,0,1,0,33,0.758064508,D,0.036290321,0.028225806,0.008064516,0,0.091811411,1,NA
206,0,NA,0,0,1,0,19,NA,D,NA,NA,NA,0,NA,NA,NA
207,1,1049,1049,1,0,1,41,0.595805526,R,0.022878932,0.010486177,0.012392755,0.233999997,0.179218292,NA,NA
208,1,1003,1003,1,1,0,17,0.472582281,D,0.039880358,0.01894317,0.020937188,0.162,0.194416746,0,NA
209,1,1949,1949,0,1,0,11,0.51410985,D,0.068240121,0.02975885,0.038481273,0,0.077988714,NA,NA
210,0,NA,0,1,0,1,16,NA,R,NA,NA,NA,0.180999994,NA,0,NA
211,1,72,72,1,0,1,36,0.430555582,R,0.069444448,0.041666668,0.027777778,0.416999996,-0.02777778,NA,NA
212,1,2601,2601,1,1,0,14,0.462129951,D,0.075740099,0.060745869,0.014994233,0.294,0.02537486,0,NA
213,0,NA,0,1,1,0,44,NA,D,NA,NA,NA,0.178000003,NA,0,27
214,1,259,259,1,1,0,19,0.806949854,D,0.06949807,0.050193049,0.019305019,0.430999994,0.06949807,0,NA
215,1,543,543,1,1,0,5,0.616942942,D,0.049723759,0.031307552,0.018416205,0.629000008,-0.040515646,1,NA
216,1,9,9,1,1,0,14,0.333333373,D,0,0,0,0.294,-0.333333343,0,NA
217,1,2359,2359,1,0,1,23,0.678253531,R,0.05086901,0.041966934,0.008902078,0.203999996,0.116998732,0,NA
218,0,NA,0,1,0,1,44,NA,R,NA,NA,NA,0.178000003,NA,0,17
219,0,NA,0,1,1,0,21,NA,D,NA,NA,NA,0.153999999,NA,NA,NA
220,0,NA,0,1,0,1,29,NA,R,NA,NA,NA,0.048,NA,0,NA
221,0,NA,0,1,0,1,7,NA,R,NA,NA,NA,0.26699999,NA,NA,NA
222,1,112,112,1,0,1,34,0.848214269,R,0.035714287,0.035714287,0,0.384000003,0.062499996,0,NA
223,0,NA,0,1,1,0,20,NA,D,NA,NA,NA,0.277999997,NA,NA,NA
224,1,2286,2286,1,1,0,20,0.377077878,D,0.05686789,0.041119859,0.015748031,0.277999997,-0.009623796,NA,NA
225,1,771,771,1,0,1,23,0.359273672,R,0.023346305,0.010376135,0.012970169,0.203999996,0.241245151,NA,NA
226,0,NA,0,1,1,0,21,NA,D,NA,NA,NA,0.153999999,NA,NA,NA
227,1,598,598,1,0,1,38,0.505016685,R,0.020066889,0.011705685,0.008361204,0.156000003,0.229096979,NA,NA
228,0,NA,0,1,1,0,21,NA,D,NA,NA,NA,0.153999999,NA,0,NA
229,1,478,478,1,1,0,30,0.702928901,D,0.027196653,0.020920502,0.006276151,0.232999995,0.146443516,1,NA
230,1,1150,1150,1,1,0,30,0.56695652,D,0.035652176,0.016521739,0.019130435,0.232999995,0.075652175,1,NA
231,0,NA,0,1,1,0,16,NA,D,NA,NA,NA,0.180999994,NA,0,NA
232,1,25,25,1,1,0,44,0.360000014,D,0.119999997,0.039999999,0.079999998,0.178000003,-0.039999992,0,3
233,1,NA,0,0,1,0,33,NA,D,NA,NA,NA,0,NA,0,NA
234,1,554,554,0,0,1,30,0.393501818,R,0.036101084,0.016245488,0.019855596,0,0.034296036,NA,NA
235,0,NA,0,0,1,0,33,NA,D,NA,NA,NA,0,NA,0,NA
236,1,630,630,0,1,0,2,0.576190472,D,0.036507938,0.036507938,0,0,0.125396818,1,NA
237,0,NA,0,0,1,0,14,NA,D,NA,NA,NA,0,NA,0,NA
238,0,NA,0,0,1,0,36,NA,D,NA,NA,NA,0,NA,0,NA
239,1,230,230,0,0,1,34,0.856521726,R,0.052173913,0.026086956,0.026086956,0,0.165217385,0,NA
240,0,NA,0,0,0,1,7,NA,R,NA,NA,NA,0,NA,NA,NA
241,1,3199,3199,0,0,1,4,0.120975316,R,0.023444826,0.012503907,0.010940919,0,0.367614865,0,5
242,1,32,32,0,0,1,33,0.75,R,0.03125,0.03125,0,0,0.1875,NA,NA
243,1,3241,3241,0,1,0,5,0.403579116,D,0.060166612,0.032088861,0.028077753,0,-0.07713668,1,NA
244,1,136,136,0,1,0,19,0.647058845,D,0.029411765,0.029411765,0,0,0.095588237,NA,NA
245,1,348,348,0,0,1,37,0.385057509,R,0.020114943,0.014367816,0.005747126,0,0.201149434,0,NA
246,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,1,NA
247,1,3190,3190,0,1,0,20,0.682445168,D,0.048589341,0.028526645,0.020062696,0,0.113479622,NA,NA
248,1,3181,3181,0,1,0,31,0.046526253,D,0.02011946,0.012574662,0.007544797,0,0.096824899,NA,NA
249,1,3091,3091,0,1,0,40,0.36719507,D,0.046910383,0.040116467,0.006793918,NA,0.094144285,NA,NA
250,1,NA,0,1,0,1,2,NA,R,NA,NA,NA,0.174999997,NA,0,NA
251,1,2361,2361,1,1,0,33,0.611605227,D,0.04489623,0.021601016,0.023295214,0.430000007,0.025836512,0,NA
252,0,NA,0,0,0,1,39,NA,R,NA,NA,NA,0,NA,0,NA
253,1,1529,1529,1,1,0,20,0.419882268,D,0.047089603,0.011772401,0.035317201,0.277999997,-0.001308054,NA,NA
254,1,4,4,0,1,0,29,0,D,0,0,0,0,0,NA,NA
255,1,464,464,0,1,0,41,0.551724136,D,0.056034483,0.049568966,0.006465517,0,0.086206898,NA,NA
256,1,3213,3213,0,1,0,41,0.314659178,D,0.036725804,0.01774043,0.018985372,0,0.077497669,0,NA
257,1,561,561,0,0,1,2,0.368983954,R,0.035650626,0.01604278,0.019607844,0,0.199643493,0,NA
258,1,33,33,0,1,0,17,0.636363626,D,0.030303031,0.030303031,0,0,0.424242437,0,NA
259,1,3166,3166,0,1,0,12,0.167719513,D,0.064118758,0.030953884,0.033164877,0,0.011686668,0,NA
260,1,80,80,0,0,1,40,0.75,R,0.025,0.0125,0.0125,NA,0.199999988,0,NA
261,1,2966,2966,0,1,0,30,0.295347273,D,0.006405934,0.003708699,0.002697235,0,0.034052595,1,NA
262,0,NA,0,0,1,0,37,NA,D,NA,NA,NA,0,NA,NA,NA
263,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
264,1,4092,4092,0,1,0,37,0.011241436,D,0.038123168,0.011730205,0.026392963,0,0.046920821,1,NA
265,1,47,47,0,0,1,7,0.574468076,R,0.04255319,0.021276595,0.021276595,0,0.170212775,NA,NA
266,0,NA,0,0,1,0,14,NA,D,NA,NA,NA,0,NA,NA,NA
267,0,NA,0,0,1,0,2,NA,D,NA,NA,NA,0,NA,NA,NA
268,1,3166,3166,1,1,0,20,0.328490198,D,0.03758686,0.020530637,0.017056223,0.277999997,0.004106134,0,NA
269,1,3199,3199,0,1,0,5,0.470146954,D,0.024695218,0.011253517,0.0134417,0,0.049703024,0,NA
270,1,1946,1946,1,0,1,25,0.270811915,R,0.023638234,0.013874615,0.009763618,0.160999998,0.216341197,0,3
271,1,NA,0,1,0,1,12,NA,R,NA,NA,NA,0.240999997,NA,0,NA
272,1,3232,3232,1,1,0,4,0.197091579,D,0.052289605,0.03960396,0.012685644,0.263999999,0.019801974,0,3
273,1,3187,3187,1,1,0,17,0.410417318,D,0.02792595,0.013492312,0.014433636,0.162,0.103545651,NA,NA
274,1,248,248,0,0,1,26,0.108870953,R,0.044354837,0.012096774,0.032258064,0,0.193548381,0,NA
275,0,NA,0,0,0,1,3,NA,R,NA,NA,NA,0,NA,0,NA
276,1,3174,3174,1,1,0,5,0.601134181,D,0.073724009,0.02425961,0.049464397,0.629000008,0.028985515,NA,NA
277,1,361,361,1,0,1,14,0.592797756,R,0.024930747,0.024930747,0,0.294,0.108033247,0,NA
