,has_handle,counts,counts_tobit,fem_dum,dem_dum,rep_dum,state_num,sentiment_total,party,womens_issues,education,health_care,SquireXfemale,ideology_total,BlackorLatino_legislator,years_since_elected
1532,1,233,233,0,1,0,36,0.510729611,D,0.030042918,0.017167382,0.012875536,0,0.06437768,0,NA
1533,0,NA,0,0,0,1,45,NA,R,NA,NA,NA,0,NA,0,NA
1534,1,3202,3202,0,0,1,33,0.529356658,R,0.035290442,0.030293567,0.004996877,0,0.13585259,NA,NA
1535,0,NA,0,0,0,1,10,NA,R,NA,NA,NA,0,NA,0,NA
1536,1,69,69,0,0,1,10,0.115942031,R,0.057971016,0.014492754,0.043478262,0,0.304347813,0,NA
1537,1,271,271,0,0,1,15,0.416974157,R,0.081180811,0.070110701,0.011070111,0,0.003690034,NA,NA
1538,1,3187,3187,0,0,1,41,0.656416714,R,0.035770319,0.025415752,0.010354565,0,0.128020078,0,NA
1539,1,5,5,0,1,0,16,0.400000036,D,0.200000003,0,0.200000003,0,0.200000018,0,NA
1540,1,424,424,0,1,0,3,0.665094316,D,0.033018868,0.007075472,0.025943397,0,0.117924526,NA,NA
1541,1,169,169,0,0,1,4,0.224852085,R,0.059171595,0.041420117,0.01775148,0,0.313609451,0,6
1542,1,2518,2518,0,1,0,41,0.53574264,D,0.034948371,0.016679905,0.018268468,0,0.10405083,NA,NA
1543,1,354,354,0,0,1,10,0.646892667,R,0.014124294,0.014124294,0,0,0.141242951,0,NA
1544,1,574,574,0,1,0,36,0.477351934,D,0.092334494,0.054006968,0.038327526,0,0.073170729,NA,NA
1545,1,NA,0,0,1,0,41,NA,D,NA,NA,NA,0,NA,1,NA
1546,1,1348,1348,0,0,1,40,0.691394627,R,0.037833828,0.029673591,0.008160237,NA,0.172106817,0,NA
1547,1,309,309,0,0,1,38,0.566343069,R,0.022653721,0.012944984,0.009708738,0,0.262135923,NA,NA
1548,1,635,635,0,1,0,32,0.596850395,D,0.033070866,0.02519685,0.007874016,0,0.064566925,1,NA
1549,1,149,149,1,1,0,6,0.536912739,D,0.046979867,0.026845638,0.020134227,0.268000007,0.140939593,0,NA
1550,0,NA,0,1,1,0,37,NA,D,NA,NA,NA,0.200000003,NA,NA,NA
1551,1,187,187,1,1,0,20,0.791443825,D,0.07486631,0.069518715,0.005347594,0.277999997,-0.010695182,0,NA
1552,0,NA,0,1,0,1,29,NA,R,NA,NA,NA,0.048,NA,0,NA
1553,1,89,89,0,1,0,18,0.674157321,D,0.044943821,0.033707865,0.011235955,0,0.123595506,NA,3
1554,1,712,712,0,1,0,5,0.7570225,D,0.047752809,0.025280898,0.02247191,0,0.01123596,1,NA
1555,1,10,10,0,1,0,25,-0.400000036,D,0,0,0,0,0.100000001,NA,35
1556,1,2416,2416,0,1,0,33,0.676324546,D,0.031456955,0.020695364,0.01076159,0,0.061672188,0,NA
1557,0,NA,0,0,0,1,22,NA,R,NA,NA,NA,0,NA,0,NA
1558,1,3180,3180,0,1,0,18,0.304717004,D,0.037421383,0.017924529,0.019496856,0,0.141823918,NA,8
1559,1,2075,2075,0,1,0,19,0.692048192,D,0.023614459,0.014457831,0.009156627,0,0.204337344,NA,NA
1560,1,399,399,0,1,0,15,0.072681695,D,0.072681703,0.015037594,0.05764411,0,-0.01253134,0,NA
1561,0,NA,0,0,1,0,8,NA,D,NA,NA,NA,0,NA,NA,NA
1562,0,NA,0,0,0,0,44,NA,Ind,NA,NA,NA,0,NA,NA,2
1563,1,12,12,0,0,1,42,0.75,R,0,0,0,0,-0.083333336,NA,NA
1564,0,NA,0,0,0,1,30,NA,R,NA,NA,NA,0,NA,NA,NA
1565,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,1,NA
1566,1,NA,0,1,1,0,45,NA,D,NA,NA,NA,0.272000015,NA,0,NA
1567,0,NA,0,1,0,1,44,NA,R,NA,NA,NA,0.178000003,NA,0,11
1568,1,3218,3218,1,1,0,43,0.704474807,D,0.040708512,0.023927905,0.016780609,0.178000003,0.056556873,0,9
1569,0,NA,0,1,1,0,2,NA,D,NA,NA,NA,0.174999997,NA,0,NA
1570,1,43,43,1,0,1,24,0.837209344,R,0.046511628,0.023255814,0.023255814,0.243000001,0.139534891,0,7
1571,1,546,546,1,1,0,14,0.619047642,D,0.021978023,0.014652015,0.007326007,0.294,0.058608063,0,NA
1572,0,NA,0,1,1,0,13,NA,D,NA,NA,NA,0.169,NA,0,NA
1573,0,NA,0,1,0,1,21,NA,R,NA,NA,NA,0.153999999,NA,NA,NA
1574,1,2070,2070,0,1,0,14,0.515458941,D,0.057004832,0.039613526,0.017391304,0,0.003864735,0,NA
1575,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,0,NA
1576,0,NA,0,1,1,0,30,NA,D,NA,NA,NA,0.232999995,NA,0,NA
1577,1,3194,3194,0,0,1,24,0.259236097,R,0.019411396,0.007827176,0.01158422,0,0.220413268,0,7
1578,1,1883,1883,1,0,1,35,0.616569281,R,0.02920871,0.018056294,0.011152416,0.229000002,0.118428037,0,NA
1579,1,15,15,0,1,0,31,0.666666687,D,0.13333334,0.13333334,0,0,0.13333334,NA,NA
1580,1,NA,0,1,1,0,16,NA,D,NA,NA,NA,0.180999994,NA,0,NA
1581,1,1022,1022,1,1,0,29,-0.204500973,D,0.017612524,0.007827789,0.009784736,0.048,0.026418775,0,NA
1582,0,NA,0,1,0,1,29,NA,R,NA,NA,NA,0.048,NA,NA,NA
1583,0,NA,0,1,0,1,29,NA,R,NA,NA,NA,0.048,NA,NA,NA
1584,1,278,278,1,1,0,14,0.651079178,D,0.064748198,0.053956833,0.010791367,0.294,0.025179863,1,NA
1585,1,739,739,1,1,0,31,0.267929673,D,0.12584573,0.056833558,0.06901218,0.140000001,-0.047361299,NA,NA
1586,1,111,111,1,1,0,30,0.387387395,D,0.027027028,0,0.027027028,0.232999995,0.126126125,0,NA
1587,1,1176,1176,1,1,0,19,0.68792516,D,0.065476187,0.028061224,0.037414964,0.430999994,0.097789109,NA,NA
1588,1,73,73,1,0,1,39,0.095890403,R,0.01369863,0.01369863,0,0.103,0.205479458,0,NA
1589,1,5,5,1,0,1,19,0.800000012,R,0,0,0,0.430999994,0.400000006,NA,NA
1590,1,2033,2033,1,1,0,43,0.686178088,D,0.026069846,0.010821446,0.015248401,0.178000003,0.074274465,NA,1
1591,1,67,67,1,0,1,9,0.686567128,R,0.044776119,0.029850746,0.014925373,0.245000005,0.343283594,NA,NA
1592,1,1216,1216,1,1,0,42,0.305921078,D,0.08634869,0.067434214,0.018914474,0.115000002,-0.027960524,0,NA
1593,1,641,641,1,1,0,33,0.385335386,D,0.106084242,0.05928237,0.046801873,0.430000007,-0.07176286,0,NA
1594,1,612,612,1,1,0,29,-0.045751631,D,0.031045752,0.004901961,0.026143791,0.048,0.022875816,0,NA
1595,1,1093,1093,1,1,0,32,0.710887432,D,0.028362306,0.019213175,0.00914913,0.181999996,0.110704489,NA,NA
1596,1,3156,3156,1,1,0,26,0.144169837,D,0.030101392,0.006020279,0.024081115,0.115999997,0.040874526,NA,NA
1597,1,3189,3189,0,1,0,32,0.066792101,D,0.013797428,0.006898714,0.006898714,0,0.099717773,NA,NA
1598,0,NA,0,0,1,0,27,NA,D,NA,NA,NA,0,NA,1,NA
1599,1,1087,1087,1,1,0,5,0.702851892,D,0.047838084,0.034038637,0.013799448,0.629000008,-0.020239189,1,NA
1600,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,0,NA
1601,1,3180,3180,1,1,0,34,0.495283037,D,0.040566038,0.010377359,0.03018868,0.384000003,0.03018868,NA,NA
1602,0,NA,0,1,1,0,44,NA,D,NA,NA,NA,0.178000003,NA,0,5
1603,1,2551,2551,1,0,1,43,0.318306565,R,0.009800078,0.005880047,0.003920031,0.178000003,0.156801254,NA,1
1604,0,NA,0,1,1,0,14,NA,D,NA,NA,NA,0.294,NA,0,NA
1605,1,3104,3104,1,0,1,28,0.384987086,R,0.004832474,0.00257732,0.002255155,0.112000003,0.084085047,0,2
1606,1,1137,1137,1,1,0,9,0.418645561,D,0.022867195,0.014072119,0.008795075,0.245000005,0.110817946,0,NA
1607,1,3144,3144,0,1,0,35,0.121501267,D,0.049936384,0.029898219,0.020038167,0,0.070928752,0,NA
1608,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,NA,NA
1609,1,48,48,0,0,1,10,0.5625,R,0.020833334,0.020833334,0,0,0.1875,0,NA
1610,1,77,77,0,1,0,20,0.233766228,D,0.077922076,0.038961038,0.038961038,0,-0.129870132,NA,NA
1611,0,NA,0,0,0,1,48,NA,R,NA,NA,NA,0,NA,0,NA
1612,1,NA,0,0,0,1,38,NA,R,NA,NA,NA,0,NA,NA,NA
1613,1,NA,0,0,1,0,20,NA,D,NA,NA,NA,0,NA,NA,NA
1614,1,854,854,0,0,1,7,0.644028068,R,0.018735362,0.011709602,0.007025761,0,0.234192044,0,NA
1615,1,814,814,0,1,0,4,0.17567566,D,0.044226043,0.034398034,0.00982801,0,0.046683051,NA,2
1616,1,632,632,0,1,0,20,0.66455698,D,0.06329114,0.058544304,0.004746835,0,0.150316447,0,NA
1617,0,NA,0,0,0,1,9,NA,R,NA,NA,NA,0,NA,NA,NA
1618,0,NA,0,0,1,0,46,NA,D,NA,NA,NA,0,NA,0,NA
1619,1,14,14,0,1,0,30,0.714285731,D,0.071428575,0,0.071428575,0,0.071428567,0,NA
1620,0,NA,0,0,0,1,47,NA,R,NA,NA,NA,0,NA,NA,NA
1621,1,76,76,0,0,1,42,0.736842096,R,0.039473683,0.02631579,0.013157895,0,0.039473683,NA,NA
1622,1,NA,0,0,1,0,41,NA,D,NA,NA,NA,0,NA,1,NA
1623,0,NA,0,0,0,1,22,NA,R,NA,NA,NA,0,NA,0,NA
1624,1,1,1,0,0,1,23,1,R,0,0,0,0,0,1,NA
1625,1,NA,0,0,1,0,20,NA,D,NA,NA,NA,0,NA,NA,NA
1626,1,338,338,0,0,1,47,0.597633123,R,0.01183432,0.00591716,0.00591716,0,0.204142019,0,NA
1627,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,0,NA
1628,1,159,159,0,1,0,45,0.779874265,D,0.031446539,0.018867925,0.012578616,0,0.125786155,0,NA
1629,1,NA,0,0,1,0,35,NA,D,NA,NA,NA,0,NA,0,NA
1630,1,9,9,0,0,1,13,0.555555582,R,0.111111112,0,0.111111112,0,0.111111112,NA,NA
1631,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,0,NA
1632,1,1,1,0,0,1,29,1,R,0,0,0,0,0,NA,NA
1633,0,NA,0,0,0,1,16,NA,R,NA,NA,NA,0,NA,NA,NA
1634,1,1129,1129,1,1,0,10,0.35606733,D,0.019486271,0.007085917,0.012400354,0.149000004,0.097431354,1,NA
1635,1,539,539,0,1,0,33,0.413729131,D,0.027829312,0.016697587,0.011131725,0,0.07977736,NA,NA
1636,1,702,702,0,1,0,21,-0.017094016,D,0.041310541,0.00997151,0.031339031,0,0.035612538,NA,NA
1637,1,165,165,0,0,1,30,0.666666687,R,0.048484847,0.036363635,0.012121212,0,0.024242431,0,NA
1638,1,165,165,1,1,0,22,0.5030303,D,0.078787878,0.048484847,0.030303031,0.400999993,0.048484847,0,NA
1639,1,NA,0,1,0,1,47,NA,R,NA,NA,NA,0.157000005,NA,0,NA
1640,1,121,121,1,0,1,16,0.65289259,R,0.008264462,0.008264462,0,0.180999994,0.314049602,0,NA
1641,1,379,379,1,0,1,9,0.680738807,R,0.036939315,0.03166227,0.005277045,0.245000005,0.226912931,0,NA
1642,0,NA,0,1,1,0,21,NA,D,NA,NA,NA,0.153999999,NA,NA,NA
1643,1,1256,1256,1,1,0,23,0.134554148,D,0.046178345,0.012738854,0.033439491,0.203999996,0.087579615,0,NA
1644,1,3134,3134,1,1,0,23,0.095405221,D,0.026802808,0.011167836,0.015634971,0.203999996,0.06381622,0,NA
1645,1,3179,3179,1,1,0,23,0.539477825,D,0.064800255,0.017615603,0.04718465,0.203999996,0.003460214,0,NA
1646,1,39,39,1,0,1,29,0.615384638,R,0.07692308,0.025641026,0.051282052,0.048,0.282051295,NA,NA
1647,1,604,604,0,0,1,41,0.698675513,R,0.024834435,0.01821192,0.006622517,0,0.248344362,NA,NA
1648,1,171,171,0,1,0,46,0.643274844,D,0.01754386,0.011695907,0.005847953,0,0.099415205,0,NA
1649,1,217,217,0,1,0,9,0.49308753,D,0.041474655,0.02764977,0.013824885,0,0.207373276,0,NA
1650,1,2587,2587,0,1,0,5,0.504445314,D,0.026285272,0.015848473,0.010436799,0,-0.017781213,0,NA
1651,1,744,744,0,1,0,37,0.344086021,D,0.014784946,0.01344086,0.001344086,0,0.079301089,NA,3
1652,1,1363,1363,0,1,0,19,0.704328716,D,0.023477621,0.016874541,0.006603081,0,0.175348505,0,NA
1653,1,203,203,1,1,0,41,0.497536957,D,0.034482758,0.009852217,0.024630541,0.233999997,0.059113309,NA,NA
1654,1,725,725,1,1,0,27,0.147586226,D,0.027586207,0.016551724,0.011034483,0.238000005,0.055172428,1,NA
1655,0,NA,0,0,1,0,7,NA,D,NA,NA,NA,0,NA,1,NA
1656,0,NA,0,0,1,0,29,NA,D,NA,NA,NA,0,NA,NA,NA
1657,1,304,304,0,0,1,19,0.825657904,R,0.029605264,0.029605264,0,0,0.138157889,0,NA
1658,1,3178,3178,1,1,0,6,0.447765887,D,0.025802391,0.018565135,0.007237256,0.268000007,0.130270615,0,NA
1659,1,1591,1591,0,0,1,41,0.576367021,R,0.008799497,0.006913891,0.001885607,0,0.219358891,NA,NA
1660,0,NA,0,0,1,0,36,NA,D,NA,NA,NA,0,NA,NA,NA
1661,1,3178,3178,0,1,0,35,0.035242289,D,0.029263686,0.016047828,0.013215859,0,0.064191312,0,NA
1662,1,646,646,0,0,1,26,-0.009287924,R,0.044891641,0.007739938,0.037151702,0,0.233746141,0,NA
1663,1,356,356,1,1,0,14,0.769662917,D,0.036516853,0.030898876,0.005617978,0.294,0.087078646,0,NA
1664,1,239,239,1,0,1,3,0.665271938,R,0.037656903,0.029288704,0.008368201,0.207000002,0.200836807,0,NA
1665,0,NA,0,1,0,1,21,NA,R,NA,NA,NA,0.153999999,NA,NA,NA
1666,0,NA,0,0,0,1,16,NA,R,NA,NA,NA,0,NA,0,NA
1667,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1668,0,NA,0,0,0,1,38,NA,R,NA,NA,NA,0,NA,NA,NA
1669,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,0,NA
1670,1,3,3,0,0,1,42,0,R,0,0,0,0,0.333333343,NA,NA
1671,0,NA,0,0,0,1,44,NA,R,NA,NA,NA,0,NA,0,15
1672,1,NA,0,0,1,0,33,NA,D,NA,NA,NA,0,NA,1,NA
1673,0,NA,0,0,0,1,18,NA,R,NA,NA,NA,0,NA,0,12
1674,0,NA,0,0,0,1,18,NA,R,NA,NA,NA,0,NA,0,12
1675,1,1807,1807,0,0,1,5,0.61427784,R,0.032097399,0.017155506,0.014941893,0,0.109573871,0,NA
1676,1,315,315,0,1,0,36,0.679365098,D,0.041269843,0.028571429,0.012698413,0,0.057142857,0,NA
1677,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1678,0,NA,0,0,1,0,45,NA,D,NA,NA,NA,0,NA,0,NA
1679,0,NA,0,0,1,0,20,NA,D,NA,NA,NA,0,NA,NA,NA
1680,1,1024,1024,0,1,0,36,0.342773438,D,0.064453125,0.018554688,0.045898438,0,0.05859375,0,NA
1681,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,NA,NA
1682,1,5,5,0,0,1,26,0.200000003,R,0,0,0,0,0,0,NA
1683,0,NA,0,0,1,0,23,NA,D,NA,NA,NA,0,NA,0,NA
1684,1,390,390,0,0,1,27,0.274358988,R,0.020512821,0.002564103,0.017948719,0,0.084615387,0,NA
1685,1,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1686,0,NA,0,0,1,0,22,NA,D,NA,NA,NA,0,NA,0,NA
1687,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1688,1,246,246,0,0,1,27,0.552845478,R,0.040650405,0.016260162,0.024390243,0,0.085365847,NA,NA
1689,1,NA,0,0,1,0,19,NA,D,NA,NA,NA,0,NA,NA,NA
1690,1,1048,1048,0,0,1,36,-0.041984737,R,0.022900764,0.005725191,0.017175572,0,0.234732836,1,NA
1691,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1692,1,8,8,0,1,0,33,0.875,D,0,0,0,0,0.125,0,NA
1693,1,117,117,0,1,0,19,0.794871807,D,0.051282056,0.034188036,0.017094018,0,0.128205135,NA,NA
1694,0,NA,0,0,1,0,20,NA,D,NA,NA,NA,0,NA,NA,NA
1695,1,1010,1010,0,0,1,9,0.505940616,R,0.027722772,0.018811882,0.008910891,0,0.258415848,0,NA
1696,1,20,20,0,0,1,18,0.75,R,0.050000001,0,0.050000001,0,0.150000006,NA,12
1697,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1698,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1699,0,NA,0,0,1,0,3,NA,D,NA,NA,NA,0,NA,1,NA
1700,0,NA,0,0,0,1,26,NA,R,NA,NA,NA,0,NA,0,NA
1701,1,2,2,0,0,1,44,0.5,R,0,0,0,0,-0.5,0,19
1702,1,3146,3146,0,0,1,7,0.269230783,R,0.010171646,0.005721551,0.004450095,0,0.116338208,0,NA
1703,1,426,426,0,1,0,14,0.57276994,D,0.046948358,0.030516433,0.016431924,0,0.053990614,1,NA
1704,1,1882,1882,0,0,1,29,0.226354927,R,0.010626992,0.001594049,0.009032943,0,0.494686484,0,NA
1705,1,97,97,0,1,0,22,0.123711348,D,0.010309278,0.010309278,0,0,0.092783496,1,NA
1706,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,0,NA
1707,1,841,841,0,0,1,16,0.720570743,R,0.049940545,0.047562424,0.002378121,0,0.091557674,0,NA
1708,1,127,127,0,0,1,25,0.299212605,R,0.023622047,0.023622047,0,0,0.236220479,NA,1
1709,1,72,72,0,1,0,34,0.513888896,D,0.083333336,0.013888889,0.069444448,0,0.069444448,1,NA
1710,1,26,26,0,0,0,33,0.615384638,Ind,0,0,0,0,0.192307696,NA,NA
1711,1,1307,1307,0,1,0,24,0.325172126,D,0.015302218,0.006885998,0.008416221,0,0.114001535,NA,3
1712,0,NA,0,0,0,1,7,NA,R,NA,NA,NA,0,NA,0,NA
1713,1,17,17,0,0,1,13,0.823529422,R,0.05882353,0,0.05882353,0,0.117647059,0,NA
1714,1,2899,2899,0,1,0,5,0.670921028,D,0.068989307,0.039668851,0.029320456,0,0.005519144,1,NA
1715,1,9,9,0,1,0,46,0.111111119,D,0.111111112,0,0.111111112,0,-0.111111119,NA,NA
1716,1,825,825,0,1,0,3,0.432727277,D,0.064242423,0.025454545,0.038787879,0,0.111515157,NA,NA
1717,1,2552,2552,0,1,0,23,0.46865207,D,0.039968655,0.022335423,0.017633229,0,0.105799362,0,NA
1718,1,3174,3174,0,1,0,33,0.566792667,D,0.044423439,0.024574669,0.019848771,0,0.01480782,NA,NA
1719,1,12,12,0,1,0,40,0.5,D,0,0,0,NA,-0.083333328,1,NA
1720,1,195,195,0,1,0,31,0.589743614,D,0.082051285,0.071794875,0.010256411,0,0.112820521,1,NA
1721,1,926,926,1,1,0,30,0.746220291,D,0.041036718,0.015118791,0.025917927,0.232999995,-0.012958966,NA,NA
1722,1,553,553,1,0,1,1,0.650994599,R,0.027124774,0.016274864,0.01084991,0.296000004,0.045207955,0,6
1723,0,NA,0,1,1,0,44,NA,D,NA,NA,NA,0.178000003,NA,0,5
1724,1,3198,3198,1,1,0,45,-0.043151975,D,0.030644152,0.015322076,0.015322076,0.272000015,0.083176985,0,NA
1725,1,NA,0,0,0,1,42,NA,R,NA,NA,NA,0,NA,0,NA
1726,1,274,274,1,1,0,24,0.23357664,D,0.018248174,0.01459854,0.003649635,0.243000001,0.131386861,NA,9
1727,0,NA,0,1,1,0,31,NA,D,NA,NA,NA,0.140000001,NA,0,NA
1728,1,2799,2799,1,1,0,16,0.287959993,D,0.060021438,0.023937121,0.036084317,0.180999994,0.046087891,1,NA
1729,1,853,853,1,0,1,7,0.3669402,R,0.026963657,0.023446659,0.003516999,0.26699999,0.07385698,0,NA
1730,0,NA,0,1,1,0,19,NA,D,NA,NA,NA,0.430999994,NA,NA,NA
1731,1,83,83,1,1,0,27,0.710843384,D,0.024096385,0.012048192,0.012048192,0.238000005,0.253012061,0,NA
1732,0,NA,0,0,0,1,24,NA,R,NA,NA,NA,0,NA,0,9
1733,1,46,46,0,1,0,27,0.521739125,D,0.043478262,0,0.043478262,0,0.086956523,NA,NA
1734,0,NA,0,0,0,1,21,NA,R,NA,NA,NA,0,NA,NA,NA
1735,0,NA,0,0,0,1,48,NA,R,NA,NA,NA,0,NA,0,NA
1736,1,2936,2936,0,0,1,38,-0.01668936,R,0.036444142,0.01260218,0.023841962,0,0.210831061,NA,NA
1737,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,NA,NA
1738,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1739,1,317,317,0,0,1,7,0.517350137,R,0.003154574,0,0.003154574,0,0.091482654,NA,NA
1740,1,1,1,0,0,1,12,0,R,0,0,0,0,0,0,NA
1741,1,912,912,0,1,0,18,0.456140339,D,0.033991229,0.020833334,0.013157895,0,0.14692983,NA,4
1742,1,6,6,0,0,1,25,0.833333313,R,0,0,0,0,0.333333343,0,19
1743,1,3088,3088,0,0,1,38,0.413212478,R,0.023639897,0.017163213,0.006476684,0,0.193976685,NA,NA
1744,0,NA,0,0,0,1,13,NA,R,NA,NA,NA,0,NA,NA,NA
1745,1,23,23,0,0,1,24,0.869565248,R,0.043478262,0,0.043478262,0,0.086956523,NA,9
1746,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,0,NA
1747,0,NA,0,0,0,1,3,NA,R,NA,NA,NA,0,NA,0,NA
1748,1,1175,1175,0,0,1,41,0.103829801,R,0.028085107,0.010212766,0.017872341,0,0.163404256,0,NA
1749,0,NA,0,0,0,1,33,NA,R,NA,NA,NA,0,NA,0,NA
1750,1,986,986,0,0,1,22,0.41480729,R,0.017241379,0.006085193,0.011156186,0,0.113590263,0,NA
1751,1,167,167,0,1,0,46,0.125748485,D,0.065868266,0.017964073,0.047904193,0,0.101796404,0,NA
1752,0,NA,0,0,0,1,40,NA,R,NA,NA,NA,NA,NA,0,NA
1753,0,NA,0,0,0,1,21,NA,R,NA,NA,NA,0,NA,NA,NA
1754,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1755,1,2689,2689,0,0,1,22,0.266269982,R,0.02454444,0.011900335,0.012644106,0,0.060617328,0,NA
1756,0,NA,0,0,0,1,47,NA,R,NA,NA,NA,0,NA,0,NA
1757,1,22,22,0,0,1,1,0.727272749,R,0,0,0,0,0.13636364,NA,2
1758,0,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,0,16
1759,0,NA,0,0,0,1,12,NA,R,NA,NA,NA,0,NA,NA,NA
1760,0,NA,0,0,0,1,44,NA,R,NA,NA,NA,0,NA,0,3
1761,1,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,0,8
1762,1,218,218,0,1,0,33,0.509174287,D,0.087155961,0.064220183,0.02293578,0,0.077981658,NA,NA
1763,0,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,0,12
1764,1,NA,0,0,1,0,30,NA,D,NA,NA,NA,0,NA,NA,NA
1765,1,237,237,0,0,1,34,0.734177172,R,0.029535865,0.025316456,0.004219409,0,0.12658228,0,NA
1766,1,2578,2578,0,0,1,38,0.474010855,R,0.011636928,0.007370054,0.004266873,0,0.202094644,NA,NA
1767,0,NA,0,0,0,1,46,NA,R,NA,NA,NA,0,NA,0,NA
1768,1,19,19,0,0,1,25,0.421052605,R,0,0,0,0,0.105263151,0,15
1769,1,196,196,0,0,1,41,0.78061223,R,0.051020406,0.030612245,0.020408163,0,0.117346942,0,NA
1770,1,31,31,0,0,1,44,0.677419305,R,0,0,0,0,0.161290318,0,5
1771,0,NA,0,0,0,1,12,NA,R,NA,NA,NA,0,NA,0,NA
1772,1,13,13,1,1,0,21,0.461538494,D,0,0,0,0.153999999,0.07692308,NA,NA
1773,0,NA,0,1,0,1,13,NA,R,NA,NA,NA,0.169,NA,NA,NA
1774,1,15,15,0,0,1,9,0.866666675,R,0.13333334,0.06666667,0.06666667,0,0.133333325,0,NA
1775,0,NA,0,1,0,1,41,NA,R,NA,NA,NA,0.233999997,NA,NA,NA
1776,0,NA,0,0,0,1,29,NA,R,NA,NA,NA,0,NA,NA,NA
1777,0,NA,0,0,0,1,36,NA,R,NA,NA,NA,0,NA,0,NA
1778,1,549,549,0,1,0,23,0.515482664,D,0.076502725,0.072859742,0.003642987,0,0.125683054,NA,NA
1779,0,NA,0,0,1,0,18,NA,D,NA,NA,NA,0,NA,NA,8
1780,1,574,574,0,0,1,11,0.290940762,R,0.026132405,0.010452962,0.015679443,0,0.04529617,0,NA
1781,1,3197,3197,0,1,0,41,-0.038786352,D,0.022521112,0.008445418,0.014075696,0,0.099781044,0,NA
1782,0,NA,0,0,0,1,10,NA,R,NA,NA,NA,0,NA,NA,NA
1783,1,3158,3158,0,0,1,19,0.620646,R,0.017732743,0.01139962,0.006333122,0,0.343888521,0,NA
1784,0,NA,0,0,0,1,47,NA,R,NA,NA,NA,0,NA,0,NA
1785,1,1836,1836,0,1,0,17,0.339324594,D,0.034313727,0.01633987,0.017973857,0,0.129629627,NA,NA
1786,0,NA,0,0,0,1,47,NA,R,NA,NA,NA,0,NA,0,NA
1787,0,NA,0,0,1,0,2,NA,D,NA,NA,NA,0,NA,NA,NA
1788,1,504,504,0,0,1,27,0.357142866,R,0.001984127,0.001984127,0,0,0.15476191,NA,NA
1789,1,6,6,0,1,0,31,0.5,D,0,0,0,0,0,NA,NA
1790,1,457,457,0,0,1,36,0.536105037,R,0.054704595,0.035010941,0.019693654,0,0.037199125,0,NA
1791,1,NA,0,0,0,1,35,NA,R,NA,NA,NA,0,NA,0,NA
1792,0,NA,0,0,1,0,27,NA,D,NA,NA,NA,0,NA,1,NA
1793,0,NA,0,0,0,1,18,NA,R,NA,NA,NA,0,NA,NA,11
1794,0,NA,0,0,1,0,21,NA,D,NA,NA,NA,0,NA,NA,NA
1795,0,NA,0,0,0,1,28,NA,R,NA,NA,NA,0,NA,NA,26
1796,0,NA,0,0,1,0,26,NA,D,NA,NA,NA,0,NA,NA,NA
1797,0,NA,0,0,1,0,3,NA,D,NA,NA,NA,0,NA,NA,NA
1798,1,698,698,0,0,1,9,0.70916903,R,0.042979941,0.037249282,0.005730659,0,0.161891118,NA,NA
1799,1,1,1,0,0,1,1,1,R,0,0,0,0,1,0,2
1800,0,NA,0,0,0,1,38,NA,R,NA,NA,NA,0,NA,NA,NA
1801,1,21,21,0,1,0,29,0.380952418,D,0.047619049,0,0.047619049,0,-0.238095239,NA,NA
1802,0,NA,0,0,1,0,44,NA,D,NA,NA,NA,0,NA,0,11
1803,1,579,579,0,1,0,35,0.595854878,D,0.046632122,0.031088082,0.015544041,0,0.077720203,0,NA
1804,1,493,493,1,1,0,31,0.498985797,D,0.026369169,0.010141988,0.01622718,0.140000001,0.115618661,0,NA
1805,1,NA,0,0,1,0,8,NA,D,NA,NA,NA,0,NA,NA,NA
1806,0,NA,0,0,0,1,10,NA,R,NA,NA,NA,0,NA,NA,NA
